dealer_id,dealer_aadhar,farmer_id,relationship_date,claimed_fertiliser_qty_kg,relationship_status,max_allowed_txns_per_year
DEA0401,2468232002266,FAR008910,2023-06-20,1755,Active,12
DEA0041,2011651670433,FAR001884,2023-06-20,1381,Active,24
DEA0142,2298708440333,FAR008136,2023-06-20,1182,Active,24
DEA0027,2666971464000,FAR009687,2023-06-20,286,Active,12
DEA0328,2577865526319,FAR008476,2023-06-20,1016,Active,36
DEA0037,2687888674225,FAR005630,2023-06-20,53348,Active,12
DEA0139,2387527051278,FAR005706,2023-06-20,3735,Active,12
DEA0045,2029220943701,FAR000612,2023-06-20,14891,Active,24
DEA0356,2205428170512,FAR005767,2023-06-20,309,Inactive,12
DEA0085,2742156456218,FAR002555,2023-06-20,1936,Active,24
DEA0248,2620163639379,FAR002681,2023-06-20,9779,Inactive,24
DEA0197,2723947149897,FAR002407,2023-06-20,919,Active,24
DEA0178,2028777932287,FAR001592,2023-06-20,1998,Active,24
DEA0487,2074557328378,FAR000754,2023-06-21,24304,Active,36
DEA0243,2342945498247,FAR006899,2023-06-21,755,Active,24
DEA0212,2754893120157,FAR009913,2023-06-21,1188,Active,24
DEA0186,2845209106236,FAR000335,2023-06-21,6000,Active,48
DEA0282,2116532459741,FAR006627,2023-06-21,1089,Active,12
DEA0154,2601506420683,FAR001798,2023-06-21,158,Active,24
DEA0068,2789232649591,FAR006070,2023-06-21,53184,Active,12
DEA0061,2741103502567,FAR005440,2023-06-21,727,Inactive,24
DEA0005,2935841521171,FAR008247,2023-06-21,562,Active,36
DEA0212,2754893120157,FAR002946,2023-06-21,34190,Active,24
DEA0123,2952132158235,FAR002193,2023-06-21,936,Active,24
DEA0241,2438536514017,FAR002414,2023-06-21,1360,Inactive,24
DEA0017,2731548918291,FAR001752,2023-06-21,2140,Active,12
DEA0099,2276146859451,FAR002762,2023-06-21,14125,Active,36
DEA0486,2165813064582,FAR007457,2023-06-21,113,Active,24
DEA0388,2201118056268,FAR008804,2023-06-21,334,Active,48
DEA0176,2980946402057,FAR009264,2023-06-21,7860,Active,36
DEA0018,2092237681732,FAR005152,2023-06-21,13416,Active,24
DEA0152,2431175503722,FAR009112,2023-06-21,1874,Active,24
DEA0320,2619959144624,FAR000757,2023-06-21,27178,Active,36
DEA0117,2159322191514,FAR001743,2023-06-21,62802,Active,12
DEA0388,2201118056268,FAR004286,2023-06-22,16473,Inactive,12
DEA0178,2028777932287,FAR003649,2023-06-22,48930,Active,24
DEA0486,2165813064582,FAR005654,2023-06-22,497,Active,12
DEA0111,2160217735027,FAR006682,2023-06-22,1461,Active,24
DEA0223,2326492882407,FAR003668,2023-06-22,2959,Active,24
DEA0468,2171211171215,FAR006602,2023-06-22,1330,Active,36
DEA0050,2670318030893,FAR003469,2023-06-22,47830,Inactive,36
DEA0371,2335643605235,FAR007509,2023-06-22,901,Active,24
DEA0147,2188353498570,FAR007120,2023-06-22,56007,Inactive,12
DEA0076,2807775092919,FAR003215,2023-06-22,46773,Inactive,36
DEA0299,2450198410311,FAR001349,2023-06-22,1391,Active,12
DEA0189,2844897362388,FAR007259,2023-06-22,2625,Active,24
DEA0350,2811358662748,FAR009389,2023-06-22,8429,Active,24
DEA0126,2279978885810,FAR001448,2023-06-22,147,Inactive,36
DEA0320,2619959144624,FAR002561,2023-06-22,1199,Active,36
DEA0182,2494439422734,FAR000994,2023-06-22,5126,Active,12
DEA0199,2131875387351,FAR008873,2023-06-22,1414,Active,12
DEA0128,2670316220510,FAR000026,2023-06-22,1207,Active,24
DEA0076,2807775092919,FAR000713,2023-06-22,2058,Active,24
DEA0176,2980946402057,FAR007208,2023-06-22,1207,Active,48
DEA0218,2044661593940,FAR003931,2023-06-23,516,Active,12
DEA0082,2463938989635,FAR003975,2023-06-23,556,Active,36
DEA0063,2155900124527,FAR002420,2023-06-23,11609,Active,24
DEA0324,2968987153328,FAR006487,2023-06-23,50604,Inactive,36
DEA0040,2564281509566,FAR000186,2023-06-23,32770,Active,24
DEA0244,2101755470162,FAR002346,2023-06-23,2861,Active,24
DEA0198,2788985944514,FAR006371,2023-06-23,30246,Active,24
DEA0293,2218879063047,FAR006975,2023-06-23,2473,Active,12
DEA0319,2538411321869,FAR002354,2023-06-23,52800,Active,24
DEA0157,2789803815071,FAR005944,2023-06-23,1329,Active,24
DEA0407,2129552997376,FAR002201,2023-06-23,26278,Active,12
DEA0184,2352843937784,FAR009813,2023-06-23,352,Active,36
DEA0212,2754893120157,FAR000837,2023-06-23,476,Active,24
DEA0151,2582602343455,FAR002145,2023-06-23,28072,Active,12
DEA0480,2178775788080,FAR006104,2023-06-23,372,Active,24
DEA0152,2431175503722,FAR003218,2023-06-23,5992,Active,36
DEA0330,2896391543989,FAR003295,2023-06-23,3125,Active,24
DEA0143,2709380013397,FAR008451,2023-06-23,1659,Active,12
DEA0422,2398899075608,FAR008290,2023-06-23,426,Active,24
DEA0223,2326492882407,FAR004521,2023-06-23,567,Inactive,36
DEA0178,2028777932287,FAR006249,2023-06-23,18166,Active,24
DEA0433,2945740755340,FAR003870,2023-06-24,818,Active,36
DEA0425,2018872341808,FAR003894,2023-06-24,1289,Inactive,12
DEA0221,2138102248752,FAR001227,2023-06-24,1450,Active,24
DEA0460,2440440707508,FAR001887,2023-06-24,41454,Inactive,36
DEA0157,2789803815071,FAR002330,2023-06-24,16004,Active,24
DEA0095,2378630762938,FAR005786,2023-06-24,40217,Active,36
DEA0275,2932521631464,FAR009257,2023-06-24,1156,Active,36
DEA0021,2375468991675,FAR006554,2023-06-24,58966,Active,24
DEA0131,2449278739267,FAR005645,2023-06-24,129,Inactive,12
DEA0161,2880636685647,FAR004590,2023-06-24,41855,Active,24
DEA0310,2730736122951,FAR003376,2023-06-24,482,Active,36
DEA0464,2299704789818,FAR008914,2023-06-24,1842,Active,12
DEA0011,2922718714259,FAR000936,2023-06-24,1053,Active,24
DEA0201,2666619653999,FAR002522,2023-06-24,2734,Active,36
DEA0140,2554454856221,FAR008102,2023-06-24,435,Active,24
DEA0192,2000590025357,FAR005535,2023-06-24,18701,Active,48
DEA0273,2290682017103,FAR003945,2023-06-24,1106,Active,12
DEA0216,2828733673817,FAR002977,2023-06-24,546,Active,24
DEA0366,2834700270436,FAR004331,2023-06-24,1124,Active,24
DEA0389,2020769806477,FAR006860,2023-06-24,853,Active,24
DEA0461,2637145972824,FAR004550,2023-06-24,676,Active,24
DEA0366,2834700270436,FAR003927,2023-06-25,6220,Active,24
DEA0033,2633629215658,FAR004633,2023-06-25,373,Active,24
DEA0028,2306225256139,FAR005990,2023-06-25,1023,Active,12
DEA0362,2982743443856,FAR003527,2023-06-25,626,Active,48
DEA0440,2652674349664,FAR006624,2023-06-25,26966,Inactive,24
DEA0365,2776167166731,FAR004635,2023-06-25,34416,Active,24
DEA0231,2340935384145,FAR005384,2023-06-25,984,Active,12
DEA0417,2079190017417,FAR004924,2023-06-25,18259,Inactive,36
DEA0473,2636431178578,FAR007621,2023-06-25,298,Active,24
DEA0351,2358436742692,FAR000584,2023-06-25,2224,Active,24
DEA0033,2633629215658,FAR007456,2023-06-25,3881,Active,12
DEA0342,2140353381208,FAR008190,2023-06-25,11483,Active,24
DEA0023,2735949309195,FAR004102,2023-06-25,16035,Active,12
DEA0276,2328398816680,FAR009884,2023-06-25,2231,Active,36
DEA0490,2306674971273,FAR003552,2023-06-25,8830,Inactive,24
DEA0289,2954247452807,FAR002027,2023-06-25,2165,Active,24
DEA0083,2086315895113,FAR009516,2023-06-25,1929,Active,24
DEA0342,2140353381208,FAR004689,2023-06-25,36765,Active,24
DEA0147,2188353498570,FAR007768,2023-06-25,32047,Active,24
DEA0297,2930199590075,FAR008651,2023-06-25,830,Active,12
DEA0120,2065629553197,FAR002137,2023-06-25,1754,Inactive,36
DEA0341,2865965844052,FAR002599,2023-06-26,1649,Active,12
DEA0154,2601506420683,FAR003784,2023-06-26,35085,Active,36
DEA0312,2098496597399,FAR002267,2023-06-26,24652,Active,12
DEA0106,2577355158917,FAR002650,2023-06-26,18776,Inactive,24
DEA0139,2387527051278,FAR001941,2023-06-26,21521,Active,12
DEA0068,2789232649591,FAR005010,2023-06-26,1691,Inactive,24
DEA0112,2768602022777,FAR005137,2023-06-26,5019,Active,12
DEA0135,2800975790118,FAR003352,2023-06-26,2262,Active,24
DEA0041,2011651670433,FAR004016,2023-06-26,311,Active,48
DEA0221,2138102248752,FAR004392,2023-06-26,27861,Active,48
DEA0211,2181910768691,FAR005160,2023-06-26,6782,Active,24
DEA0207,2435694754833,FAR007847,2023-06-26,11132,Active,36
DEA0074,2606468538895,FAR003214,2023-06-26,19402,Active,12
DEA0396,2417353327403,FAR001217,2023-06-26,1717,Active,24
DEA0460,2440440707508,FAR005073,2023-06-26,5031,Inactive,12
DEA0308,2513887512281,FAR003308,2023-06-26,8798,Active,48
DEA0437,2651419840604,FAR009305,2023-06-26,657,Inactive,24
DEA0410,2746945916049,FAR007521,2023-06-26,579,Active,24
DEA0285,2965338892509,FAR001914,2023-06-26,1336,Active,12
DEA0422,2398899075608,FAR001248,2023-06-26,970,Active,24
DEA0387,2641932262905,FAR006939,2023-06-26,1808,Inactive,12
DEA0202,2734932569596,FAR003167,2023-06-27,866,Active,24
DEA0032,2527774711556,FAR005201,2023-06-27,29275,Active,24
DEA0499,2419127416672,FAR000841,2023-06-27,33219,Inactive,36
DEA0478,2106344914316,FAR005125,2023-06-27,1527,Active,36
DEA0419,2951365321914,FAR006374,2023-06-27,42823,Inactive,12
DEA0403,2367173489603,FAR009971,2023-06-27,75512,Active,36
DEA0034,2492171975992,FAR004833,2023-06-27,40360,Inactive,24
DEA0273,2290682017103,FAR008117,2023-06-27,47460,Active,36
DEA0375,2259193470985,FAR008451,2023-06-27,1591,Active,12
DEA0278,2039763768775,FAR005787,2023-06-27,729,Active,24
DEA0188,2287782756813,FAR007190,2023-06-27,2384,Active,12
DEA0469,2846456019389,FAR007615,2023-06-27,32485,Active,24
DEA0317,2115906752115,FAR005437,2023-06-27,2448,Active,12
DEA0206,2896896251194,FAR004565,2023-06-27,1107,Active,12
DEA0288,2020620051073,FAR007837,2023-06-27,23166,Active,36
DEA0326,2794508986330,FAR006925,2023-06-27,26782,Active,36
DEA0072,2509685471213,FAR006191,2023-06-27,781,Active,24
DEA0249,2347737480009,FAR000025,2023-06-27,2189,Inactive,24
DEA0151,2582602343455,FAR008942,2023-06-27,1631,Active,12
DEA0330,2896391543989,FAR004660,2023-06-27,40737,Active,12
DEA0162,2433664772989,FAR008665,2023-06-27,36735,Active,24
DEA0391,2847660040373,FAR003367,2023-06-28,2024,Active,24
DEA0242,2544914498089,FAR001452,2023-06-28,17129,Active,24
DEA0214,2151266415665,FAR005447,2023-06-28,1541,Active,12
DEA0368,2219692206741,FAR000085,2023-06-28,764,Active,48
DEA0072,2509685471213,FAR008822,2023-06-28,36014,Active,24
DEA0403,2367173489603,FAR006937,2023-06-28,27470,Active,12
DEA0142,2298708440333,FAR006083,2023-06-28,2071,Active,36
DEA0073,2405908539066,FAR001615,2023-06-28,1606,Active,12
DEA0496,2281921240145,FAR002596,2023-06-28,1554,Active,12
DEA0445,2856628485568,FAR009581,2023-06-28,2113,Active,24
DEA0405,2606879107140,FAR009748,2023-06-28,8722,Active,24
DEA0139,2387527051278,FAR004673,2023-06-28,2720,Active,12
DEA0222,2423678849714,FAR005205,2023-06-28,4309,Active,12
DEA0348,2493714451871,FAR000589,2023-06-28,1150,Active,36
DEA0402,2215323873830,FAR002945,2023-06-28,644,Active,36
DEA0498,2072589133415,FAR007093,2023-06-28,3753,Active,36
DEA0271,2433510008368,FAR006644,2023-06-28,16800,Active,24
DEA0262,2178999685718,FAR006555,2023-06-28,2046,Active,36
DEA0387,2641932262905,FAR005571,2023-06-28,2156,Inactive,24
DEA0076,2807775092919,FAR005421,2023-06-28,2122,Active,24
DEA0047,2207189700074,FAR009203,2023-06-28,5251,Active,12
DEA0329,2180452688246,FAR008861,2023-06-29,28341,Active,36
DEA0301,2014864952420,FAR000754,2023-06-29,29790,Active,24
DEA0306,2990147109825,FAR002450,2023-06-29,810,Active,48
DEA0276,2328398816680,FAR001933,2023-06-29,763,Active,36
DEA0403,2367173489603,FAR003834,2023-06-29,698,Active,48
DEA0452,2557216632579,FAR003040,2023-06-29,19664,Active,36
DEA0500,2509235042216,FAR002203,2023-06-29,961,Active,36
DEA0140,2554454856221,FAR006294,2023-06-29,1620,Active,24
DEA0040,2564281509566,FAR008687,2023-06-29,2184,Active,48
DEA0303,2371128546039,FAR004810,2023-06-29,1215,Active,12
DEA0199,2131875387351,FAR001569,2023-06-29,975,Active,48
DEA0122,2098924593344,FAR003570,2023-06-29,323,Active,12
DEA0080,2503100955460,FAR001255,2023-06-29,754,Active,48
DEA0231,2340935384145,FAR003078,2023-06-29,1295,Active,24
DEA0016,2297140671948,FAR001535,2023-06-29,42791,Active,24
DEA0308,2513887512281,FAR009596,2023-06-29,3569,Active,24
DEA0181,2576893367461,FAR007611,2023-06-29,2324,Active,24
DEA0029,2844145481415,FAR005901,2023-06-29,8511,Active,36
DEA0197,2723947149897,FAR005794,2023-06-29,7348,Inactive,24
DEA0152,2431175503722,FAR009100,2023-06-29,257437,Active,24
DEA0277,2859672169852,FAR003093,2023-06-30,472,Active,24
DEA0126,2279978885810,FAR007558,2023-06-30,16141,Active,24
DEA0201,2666619653999,FAR005111,2023-06-30,7113,Active,12
DEA0036,2741223885407,FAR009717,2023-06-30,1755,Inactive,48
DEA0294,2859564423781,FAR009627,2023-06-30,49906,Active,12
DEA0300,2985453432855,FAR008914,2023-06-30,1956,Active,24
DEA0276,2328398816680,FAR000874,2023-06-30,5267,Active,24
DEA0320,2619959144624,FAR009063,2023-06-30,4357,Active,12
DEA0489,2288489907267,FAR005319,2023-06-30,1485,Active,24
DEA0385,2566300176134,FAR002036,2023-06-30,47355,Inactive,36
DEA0081,2154910538798,FAR009961,2023-06-30,21570,Active,24
DEA0385,2566300176134,FAR005608,2023-06-30,4602,Active,36
DEA0037,2687888674225,FAR008351,2023-06-30,1022,Active,24
DEA0191,2727333149246,FAR001098,2023-06-30,816,Active,12
DEA0203,2713879519299,FAR005948,2023-06-30,44350,Active,36
DEA0430,2702922718196,FAR009452,2023-06-30,55013,Active,48
DEA0425,2018872341808,FAR001987,2023-06-30,1666,Active,24
DEA0463,2109651208320,FAR004801,2023-06-30,19733,Active,12
DEA0179,2766298629529,FAR009256,2023-06-30,12452,Inactive,24
DEA0489,2288489907267,FAR004204,2023-06-30,1204,Active,12
DEA0220,2033632741769,FAR007401,2023-06-30,44746,Active,48
DEA0361,2193223804905,FAR003903,2023-07-01,1516,Active,24
DEA0162,2433664772989,FAR008040,2023-07-01,18172,Active,36
DEA0006,2870570605618,FAR004618,2023-07-01,2198,Active,24
DEA0245,2377576755938,FAR000933,2023-07-01,16228,Active,24
DEA0406,2875427703685,FAR003016,2023-07-01,859,Active,36
DEA0080,2503100955460,FAR006617,2023-07-01,1788,Active,36
DEA0397,2452543025121,FAR007530,2023-07-01,1093,Active,12
DEA0261,2241832345621,FAR005977,2023-07-01,891,Inactive,36
DEA0106,2577355158917,FAR003250,2023-07-01,1086,Inactive,24
DEA0179,2766298629529,FAR000423,2023-07-01,2373,Active,12
DEA0499,2419127416672,FAR000841,2023-07-01,33948,Active,48
DEA0216,2828733673817,FAR008310,2023-07-01,11788,Active,12
DEA0440,2652674349664,FAR003040,2023-07-01,21199,Active,48
DEA0311,2073121270010,FAR008726,2023-07-01,2962,Active,24
DEA0274,2583684866009,FAR009003,2023-07-01,448,Active,36
DEA0103,2115589670603,FAR004825,2023-07-01,21505,Active,12
DEA0045,2029220943701,FAR006550,2023-07-01,4326,Active,24
DEA0090,2140912282765,FAR004591,2023-07-01,41127,Active,12
DEA0076,2807775092919,FAR000091,2023-07-01,2646,Active,12
DEA0200,2693174492132,FAR005169,2023-07-01,1055,Inactive,24
DEA0161,2880636685647,FAR005732,2023-07-01,29324,Inactive,24
DEA0445,2856628485568,FAR007576,2023-07-02,92866,Active,48
DEA0205,2473761416609,FAR003140,2023-07-02,32667,Active,36
DEA0233,2742872134878,FAR007957,2023-07-02,1888,Active,12
DEA0239,2474905716692,FAR001691,2023-07-02,1659,Inactive,36
DEA0467,2699830405759,FAR002527,2023-07-02,8567,Active,12
DEA0029,2844145481415,FAR008954,2023-07-02,1012,Active,24
DEA0147,2188353498570,FAR006912,2023-07-02,926,Active,24
DEA0189,2844897362388,FAR002175,2023-07-02,2343,Active,36
DEA0082,2463938989635,FAR002067,2023-07-02,17941,Active,24
DEA0285,2965338892509,FAR003059,2023-07-02,36888,Active,48
DEA0201,2666619653999,FAR007551,2023-07-02,12518,Active,12
DEA0302,2165797052651,FAR008043,2023-07-02,20009,Active,36
DEA0359,2637783036034,FAR003274,2023-07-02,60682,Active,24
DEA0362,2982743443856,FAR002632,2023-07-02,1129,Active,36
DEA0101,2175811950409,FAR006804,2023-07-02,615,Active,36
DEA0019,2898175341338,FAR009972,2023-07-02,1362,Active,48
DEA0195,2314473811216,FAR009672,2023-07-02,2477,Active,36
DEA0144,2875357969453,FAR009057,2023-07-02,1202,Active,36
DEA0158,2045622254732,FAR000118,2023-07-02,362,Active,24
DEA0147,2188353498570,FAR005461,2023-07-02,2247,Inactive,12
DEA0210,2289297079093,FAR009084,2023-07-02,53970,Active,12
DEA0413,2995659961109,FAR005626,2023-07-03,1571,Active,12
DEA0116,2563918990027,FAR009227,2023-07-03,8793,Active,12
DEA0010,2341431277203,FAR008368,2023-07-03,27572,Active,48
DEA0357,2956607661978,FAR004972,2023-07-03,7576,Active,24
DEA0398,2361792646497,FAR004993,2023-07-03,2445,Active,24
DEA0047,2207189700074,FAR007532,2023-07-03,18385,Active,36
DEA0326,2794508986330,FAR003351,2023-07-03,18877,Active,12
DEA0252,2413842326796,FAR005251,2023-07-03,66807,Active,24
DEA0418,2941958973473,FAR006226,2023-07-03,1397,Inactive,12
DEA0304,2549693846992,FAR005900,2023-07-03,9412,Active,12
DEA0239,2474905716692,FAR009963,2023-07-03,22931,Active,48
DEA0486,2165813064582,FAR006547,2023-07-03,804,Inactive,36
DEA0258,2027799668100,FAR002248,2023-07-03,1708,Active,12
DEA0498,2072589133415,FAR008791,2023-07-03,609,Active,36
DEA0016,2297140671948,FAR006118,2023-07-03,808,Active,12
DEA0014,2632276921806,FAR008761,2023-07-03,1929,Active,12
DEA0022,2787622025494,FAR003517,2023-07-03,2407,Active,36
DEA0389,2020769806477,FAR007998,2023-07-03,1761,Active,24
DEA0146,2739976321242,FAR007894,2023-07-03,4596,Inactive,24
DEA0456,2791715601631,FAR005380,2023-07-03,872,Active,24
DEA0139,2387527051278,FAR000413,2023-07-03,6636,Inactive,24
DEA0347,2556494781151,FAR003244,2023-07-04,1098,Active,24
DEA0015,2021803731746,FAR002785,2023-07-04,1802,Active,24
DEA0037,2687888674225,FAR009545,2023-07-04,1590,Active,24
DEA0137,2211513261436,FAR003662,2023-07-04,1205,Active,12
DEA0478,2106344914316,FAR006181,2023-07-04,7235,Inactive,12
DEA0072,2509685471213,FAR005847,2023-07-04,358,Active,12
DEA0294,2859564423781,FAR000122,2023-07-04,651,Active,48
DEA0006,2870570605618,FAR007079,2023-07-04,2004,Inactive,36
DEA0370,2157262164254,FAR006791,2023-07-04,927,Active,24
DEA0201,2666619653999,FAR000858,2023-07-04,27105,Active,36
DEA0371,2335643605235,FAR003595,2023-07-04,54212,Active,48
DEA0143,2709380013397,FAR001149,2023-07-04,2207,Active,12
DEA0117,2159322191514,FAR009586,2023-07-04,1116,Active,36
DEA0452,2557216632579,FAR002869,2023-07-04,1240,Active,48
DEA0009,2087316340923,FAR005070,2023-07-04,185,Active,24
DEA0420,2288431119181,FAR006981,2023-07-04,42419,Inactive,48
DEA0422,2398899075608,FAR001466,2023-07-04,13604,Active,12
DEA0120,2065629553197,FAR001906,2023-07-04,1240,Active,24
DEA0443,2889840039524,FAR005247,2023-07-04,741,Inactive,48
DEA0423,2632769783577,FAR003723,2023-07-04,1316,Inactive,24
DEA0338,2740302162728,FAR007117,2023-07-04,977,Active,24
DEA0316,2793333269131,FAR000890,2023-07-05,1446,Active,24
DEA0313,2023491289182,FAR000580,2023-07-05,4724,Active,12
DEA0134,2399136675251,FAR000164,2023-07-05,832,Active,24
DEA0267,2430258091119,FAR005999,2023-07-05,8751,Active,24
DEA0228,2653799802734,FAR009372,2023-07-05,56019,Active,24
DEA0336,2186479605743,FAR006744,2023-07-05,17047,Active,12
DEA0105,2258724475509,FAR005879,2023-07-05,56255,Active,12
DEA0029,2844145481415,FAR008619,2023-07-05,39026,Active,12
DEA0460,2440440707508,FAR002369,2023-07-05,264984,Active,24
DEA0486,2165813064582,FAR009082,2023-07-05,50987,Active,36
DEA0256,2819169823813,FAR004198,2023-07-05,24648,Active,24
DEA0284,2602960924192,FAR001462,2023-07-05,1253,Active,12
DEA0343,2781639685116,FAR001112,2023-07-05,509,Active,24
DEA0402,2215323873830,FAR009495,2023-07-05,626,Active,24
DEA0462,2211813144038,FAR002268,2023-07-05,1013,Active,12
DEA0389,2020769806477,FAR000611,2023-07-05,1280,Active,24
DEA0259,2297811238355,FAR005244,2023-07-05,17710,Active,12
DEA0171,2440676773102,FAR008644,2023-07-05,1587,Active,36
DEA0466,2659211758155,FAR000899,2023-07-05,8943,Active,12
DEA0451,2794825436783,FAR000041,2023-07-05,568,Active,12
DEA0296,2275918168525,FAR009141,2023-07-05,39772,Active,36
DEA0259,2297811238355,FAR004281,2023-07-06,3662,Active,36
DEA0177,2890267252305,FAR002167,2023-07-06,17579,Active,12
DEA0204,2971950409550,FAR004881,2023-07-06,21888,Active,24
DEA0434,2833992647331,FAR000121,2023-07-06,1310,Active,48
DEA0421,2735437869718,FAR009133,2023-07-06,2149,Active,12
DEA0442,2774884716355,FAR006922,2023-07-06,1759,Active,24
DEA0437,2651419840604,FAR003295,2023-07-06,3360,Active,24
DEA0300,2985453432855,FAR004486,2023-07-06,14994,Inactive,48
DEA0086,2103431304754,FAR007162,2023-07-06,1210,Inactive,36
DEA0075,2368969957953,FAR007449,2023-07-06,1369,Active,24
DEA0224,2667927527101,FAR007732,2023-07-06,1802,Active,36
DEA0233,2742872134878,FAR002549,2023-07-06,1118,Active,24
DEA0469,2846456019389,FAR002638,2023-07-06,1154,Active,12
DEA0409,2086529407981,FAR002603,2023-07-06,2206,Active,12
DEA0101,2175811950409,FAR006965,2023-07-06,42580,Inactive,24
DEA0241,2438536514017,FAR004375,2023-07-06,1876,Active,36
DEA0009,2087316340923,FAR001986,2023-07-06,15854,Active,36
DEA0216,2828733673817,FAR007354,2023-07-06,31498,Active,12
DEA0296,2275918168525,FAR000833,2023-07-06,19371,Inactive,12
DEA0322,2127943651016,FAR003279,2023-07-06,3612,Inactive,36
DEA0120,2065629553197,FAR001109,2023-07-07,1350,Active,36
DEA0032,2527774711556,FAR005721,2023-07-07,25628,Active,24
DEA0304,2549693846992,FAR003205,2023-07-07,33156,Active,36
DEA0202,2734932569596,FAR004434,2023-07-07,379,Active,12
DEA0304,2549693846992,FAR006044,2023-07-07,44676,Active,12
DEA0076,2807775092919,FAR000827,2023-07-07,1132,Active,36
DEA0345,2759260755436,FAR005974,2023-07-07,45216,Active,48
DEA0189,2844897362388,FAR009628,2023-07-07,488,Active,36
DEA0010,2341431277203,FAR005393,2023-07-07,4447,Active,12
DEA0197,2723947149897,FAR007955,2023-07-07,2206,Active,48
DEA0132,2685455492114,FAR000261,2023-07-07,2235,Active,12
DEA0045,2029220943701,FAR008119,2023-07-07,25979,Inactive,24
DEA0367,2724126613176,FAR001402,2023-07-07,2137,Active,24
DEA0091,2581396059845,FAR002615,2023-07-07,1565,Active,24
DEA0132,2685455492114,FAR003951,2023-07-07,2116,Inactive,24
DEA0185,2782579600248,FAR007647,2023-07-07,3162,Active,24
DEA0170,2310951443266,FAR007524,2023-07-07,8692,Active,12
DEA0374,2164339292113,FAR000625,2023-07-07,1965,Active,24
DEA0250,2681289806872,FAR004164,2023-07-07,360,Active,12
DEA0054,2757614965859,FAR004139,2023-07-07,2297,Active,36
DEA0257,2108126608674,FAR003939,2023-07-07,485,Active,24
DEA0072,2509685471213,FAR009751,2023-07-08,24032,Active,12
DEA0016,2297140671948,FAR009291,2023-07-08,823,Active,12
DEA0074,2606468538895,FAR008445,2023-07-08,2591,Active,12
DEA0216,2828733673817,FAR008230,2023-07-08,1184,Active,12
DEA0285,2965338892509,FAR005883,2023-07-08,5112,Active,24
DEA0153,2472948699426,FAR003605,2023-07-08,1480,Inactive,24
DEA0174,2550866124392,FAR008120,2023-07-08,1656,Active,24
DEA0061,2741103502567,FAR008820,2023-07-08,55972,Inactive,12
DEA0008,2689548922822,FAR007403,2023-07-08,23953,Inactive,24
DEA0029,2844145481415,FAR004797,2023-07-08,972,Active,24
DEA0019,2898175341338,FAR001517,2023-07-08,17521,Active,12
DEA0296,2275918168525,FAR003492,2023-07-08,1090,Active,36
DEA0380,2647156822030,FAR008778,2023-07-08,23685,Active,48
DEA0180,2541313533292,FAR005181,2023-07-08,1333,Active,24
DEA0183,2856589740784,FAR002992,2023-07-08,1284,Inactive,12
DEA0310,2730736122951,FAR003140,2023-07-08,4317,Active,12
DEA0024,2240612739766,FAR005751,2023-07-08,1263,Active,24
DEA0057,2477789998915,FAR004972,2023-07-08,7315,Active,12
DEA0207,2435694754833,FAR008639,2023-07-08,17201,Active,12
DEA0216,2828733673817,FAR009424,2023-07-08,38257,Active,24
DEA0162,2433664772989,FAR000305,2023-07-08,1327,Active,12
DEA0091,2581396059845,FAR004583,2023-07-09,114854,Active,24
DEA0067,2287756352740,FAR002541,2023-07-09,21634,Inactive,24
DEA0287,2222669094671,FAR000097,2023-07-09,52270,Active,24
DEA0087,2954990462266,FAR002790,2023-07-09,4627,Active,48
DEA0096,2302869094337,FAR003526,2023-07-09,25334,Inactive,12
DEA0052,2855587333466,FAR005177,2023-07-09,499,Active,24
DEA0362,2982743443856,FAR001418,2023-07-09,1622,Active,24
DEA0207,2435694754833,FAR003792,2023-07-09,2273,Active,24
DEA0301,2014864952420,FAR000379,2023-07-09,2474,Active,48
DEA0420,2288431119181,FAR009374,2023-07-09,2076,Active,24
DEA0031,2924962947110,FAR001441,2023-07-09,777,Active,24
DEA0106,2577355158917,FAR008709,2023-07-09,860,Active,12
DEA0290,2134172510425,FAR003812,2023-07-09,1765,Active,36
DEA0082,2463938989635,FAR008482,2023-07-09,17901,Active,24
DEA0405,2606879107140,FAR004687,2023-07-09,14913,Active,36
DEA0017,2731548918291,FAR002885,2023-07-09,3644,Active,24
DEA0326,2794508986330,FAR005471,2023-07-09,2106,Active,24
DEA0165,2454389296302,FAR001877,2023-07-09,35930,Active,12
DEA0054,2757614965859,FAR000141,2023-07-09,50699,Active,48
DEA0409,2086529407981,FAR009079,2023-07-09,598,Active,24
DEA0404,2419345273669,FAR009494,2023-07-09,1489,Active,24
DEA0309,2933355179913,FAR003343,2023-07-10,1593,Active,12
DEA0147,2188353498570,FAR005458,2023-07-10,26690,Active,24
DEA0298,2542564415400,FAR009891,2023-07-10,619,Active,48
DEA0056,2746498723708,FAR005831,2023-07-10,28459,Active,48
DEA0286,2937976448205,FAR004639,2023-07-10,30980,Active,12
DEA0324,2968987153328,FAR005187,2023-07-10,2276,Active,48
DEA0496,2281921240145,FAR006371,2023-07-10,33249,Active,24
DEA0332,2247200367115,FAR002205,2023-07-10,513,Active,24
DEA0195,2314473811216,FAR002342,2023-07-10,9546,Active,24
DEA0362,2982743443856,FAR002895,2023-07-10,477,Active,48
DEA0320,2619959144624,FAR008258,2023-07-10,15788,Active,24
DEA0049,2622529231399,FAR000111,2023-07-10,35012,Active,24
