dealer_id,aadhar_no,dealer_name,village,license_active,license_expiry
DEA0339,2706457912964,Dealer_339_Agri,Sundarapuram,True,2027-11-04
DEA0340,2417948937406,Dealer_340_Agri,Balaji Nagar,True,2027-11-07
DEA0341,2865965844052,Dealer_341_Agri,GreenVillage,True,2027-11-09
DEA0342,2140353381208,Dealer_342_Agri,Neelkamal,False,2027-11-12
DEA0343,2781639685116,Dealer_343_Agri,Keshavpur,True,2027-11-15
DEA0344,2465536962108,Dealer_344_Agri,Ganesha Nagar,True,2027-11-17
DEA0345,2759260755436,Dealer_345_Agri,Maruthi Extension,True,2027-11-20
DEA0346,2898485784706,Dealer_346_Agri,Keshavpur,True,2027-11-23
DEA0347,2556494781151,Dealer_347_Agri,Uttara Phalguni,True,2027-11-25
DEA0348,2493714451871,Dealer_348_Agri,Venkatesh Pura,True,2027-11-28
DEA0349,2479342046563,Dealer_349_Agri,Uttara Phalguni,True,2027-11-30
DEA0350,2811358662748,Dealer_350_Agri,Maruthi Extension,True,2027-12-03
DEA0351,2358436742692,Dealer_351_Agri,Subramanya Swamy,True,2027-12-06
DEA0352,2098165607962,Dealer_352_Agri,Maruthi Extension,True,2027-12-08
DEA0353,2295170977975,Dealer_353_Agri,Uttara Phalguni,True,2027-12-11
DEA0354,2931637252071,Dealer_354_Agri,Balaji Nagar,True,2027-12-14
DEA0355,2133697776838,Dealer_355_Agri,Bhoga Nandeeshwara,True,2027-12-16
DEA0356,2205428170512,Dealer_356_Agri,Pushpagiri,True,2027-12-19
DEA0357,2956607661978,Dealer_357_Agri,Ganesha Nagar,True,2027-12-21
DEA0358,2745657686827,Dealer_358_Agri,Hanumantha Nagar,True,2027-12-24
DEA0359,2637783036034,Dealer_359_Agri,Raja Rajeshwari,True,2027-12-27
DEA0360,2294825296546,Dealer_360_Agri,Lakshmi Puram,True,2027-12-29
DEA0361,2193223804905,Dealer_361_Agri,Skanda Giri,False,2028-01-01
DEA0362,2982743443856,Dealer_362_Agri,Bhoga Nandeeshwara,False,2028-01-03
DEA0363,2776530822887,Dealer_363_Agri,Raja Rajeshwari,True,2028-01-06
DEA0364,2136175081250,Dealer_364_Agri,Venkatesh Pura,True,2028-01-09
DEA0365,2776167166731,Dealer_365_Agri,RedSoil Hamlet,True,2028-01-11
DEA0366,2834700270436,Dealer_366_Agri,Rampur Village,True,2028-01-14
DEA0367,2724126613176,Dealer_367_Agri,RedSoil Hamlet,True,2028-01-17
DEA0368,2219692206741,Dealer_368_Agri,RedSoil Hamlet,True,2028-01-19
DEA0369,2228693391035,Dealer_369_Agri,Maruthi Extension,True,2028-01-22
DEA0370,2157262164254,Dealer_370_Agri,Balaji Nagar,True,2028-01-24
DEA0371,2335643605235,Dealer_371_Agri,Maruthi Extension,True,2028-01-27
DEA0372,2738725588288,Dealer_372_Agri,Gokul Vihar,True,2028-01-30
DEA0373,2584448947158,Dealer_373_Agri,Uttara Phalguni,True,2028-02-01
DEA0374,2164339292113,Dealer_374_Agri,Ganesha Nagar,True,2028-02-04
DEA0375,2259193470985,Dealer_375_Agri,Ganesha Nagar,True,2028-02-07
DEA0376,2794796795246,Dealer_376_Agri,Uttara Phalguni,True,2028-02-09
DEA0377,2257883895094,Dealer_377_Agri,Maruthi Extension,False,2028-02-12
DEA0378,2579642474663,Dealer_378_Agri,Lakshmi Puram,True,2028-02-14
DEA0379,2864515714792,Dealer_379_Agri,Hanumantha Nagar,True,2028-02-17
DEA0380,2647156822030,Dealer_380_Agri,Skanda Giri,True,2028-02-20
DEA0381,2060817395078,Dealer_381_Agri,Pushpagiri,True,2028-02-22
DEA0382,2380186995693,Dealer_382_Agri,Neelkamal,False,2028-02-25
DEA0383,2477978168940,Dealer_383_Agri,Balaji Nagar,True,2028-02-28
DEA0384,2663638656787,Dealer_384_Agri,Shivaji Colony,True,2028-03-01
DEA0385,2566300176134,Dealer_385_Agri,Shivaji Colony,True,2028-03-04
DEA0386,2484134633215,Dealer_386_Agri,Venkatesh Pura,True,2028-03-06
DEA0387,2641932262905,Dealer_387_Agri,Dakshina Mukhi,True,2028-03-09
DEA0388,2201118056268,Dealer_388_Agri,Bhoga Nandeeshwara,True,2028-03-12
DEA0389,2020769806477,Dealer_389_Agri,Pushpagiri,True,2028-03-14
DEA0390,2636785722164,Dealer_390_Agri,Pushpagiri,True,2028-03-17
DEA0391,2847660040373,Dealer_391_Agri,Neelkamal,True,2028-03-20
DEA0392,2071379803159,Dealer_392_Agri,Devi Krupa,True,2028-03-22
DEA0393,2973183589041,Dealer_393_Agri,Rampur Village,True,2028-03-25
DEA0394,2901486997207,Dealer_394_Agri,Ganesha Nagar,True,2028-03-27
DEA0395,2988432219161,Dealer_395_Agri,Gokul Vihar,True,2028-03-30
DEA0396,2417353327403,Dealer_396_Agri,Subramanya Swamy,True,2028-04-02
DEA0397,2452543025121,Dealer_397_Agri,Pushpagiri,True,2028-04-04
DEA0398,2361792646497,Dealer_398_Agri,Yelachaguppe,True,2028-04-07
DEA0399,2716363059522,Dealer_399_Agri,Rampur Village,True,2028-04-10
DEA0400,2004555014869,Dealer_400_Agri,Uttara Phalguni,True,2028-04-12
DEA0401,2468232002266,Dealer_401_Agri,Pushpagiri,True,2028-04-15
DEA0402,2215323873830,Dealer_402_Agri,Anjaneya Layout,True,2028-04-17
DEA0403,2367173489603,Dealer_403_Agri,Devi Krupa,True,2028-04-20
DEA0404,2419345273669,Dealer_404_Agri,Lakshmi Puram,True,2028-04-23
DEA0405,2606879107140,Dealer_405_Agri,Sundarapuram,True,2028-04-25
DEA0406,2875427703685,Dealer_406_Agri,Bhoga Nandeeshwara,True,2028-04-28
DEA0407,2129552997376,Dealer_407_Agri,Nandi Hills,True,2028-05-01
DEA0408,2317598715164,Dealer_408_Agri,Yelachaguppe,True,2028-05-03
DEA0409,2086529407981,Dealer_409_Agri,GreenVillage,True,2028-05-06
DEA0410,2746945916049,Dealer_410_Agri,Devi Krupa,True,2028-05-08
DEA0411,2258168607090,Dealer_411_Agri,Maruthi Extension,True,2028-05-11
DEA0412,2888896479183,Dealer_412_Agri,Balaji Nagar,True,2028-05-14
DEA0413,2995659961109,Dealer_413_Agri,Shivaji Colony,False,2028-05-16
DEA0414,2378622553351,Dealer_414_Agri,Bhoga Nandeeshwara,True,2028-05-19
DEA0415,2021457228620,Dealer_415_Agri,Skanda Giri,True,2028-05-22
DEA0416,2997892474396,Dealer_416_Agri,Dakshina Mukhi,True,2028-05-24
DEA0417,2079190017417,Dealer_417_Agri,Anjaneya Layout,True,2028-05-27
DEA0418,2941958973473,Dealer_418_Agri,Shivaji Colony,True,2028-05-29
DEA0419,2951365321914,Dealer_419_Agri,Yelachaguppe,True,2028-06-01
DEA0420,2288431119181,Dealer_420_Agri,Anjaneya Layout,True,2028-06-04
DEA0421,2735437869718,Dealer_421_Agri,Raja Rajeshwari,True,2028-06-06
DEA0422,2398899075608,Dealer_422_Agri,Dakshina Mukhi,True,2028-06-09
DEA0423,2632769783577,Dealer_423_Agri,Yelachaguppe,True,2028-06-12
DEA0424,2139429413311,Dealer_424_Agri,Ganesha Nagar,True,2028-06-14
DEA0425,2018872341808,Dealer_425_Agri,Rampur Village,False,2028-06-17
DEA0426,2238592611303,Dealer_426_Agri,Rampur Village,True,2028-06-19
DEA0427,2402977336567,Dealer_427_Agri,Dakshina Mukhi,True,2028-06-22
DEA0428,2351683423433,Dealer_428_Agri,Devi Krupa,True,2028-06-25
DEA0429,2730363426615,Dealer_429_Agri,Bhoga Nandeeshwara,True,2028-06-27
DEA0430,2702922718196,Dealer_430_Agri,Nandi Hills,True,2028-06-30
DEA0431,2563361109695,Dealer_431_Agri,Skanda Giri,True,2028-07-02
DEA0432,2913866526306,Dealer_432_Agri,Sundarapuram,True,2028-07-05
DEA0433,2945740755340,Dealer_433_Agri,Maruthi Extension,True,2028-07-08
DEA0434,2833992647331,Dealer_434_Agri,Ganesha Nagar,True,2028-07-10
DEA0435,2405554692478,Dealer_435_Agri,Venkatesh Pura,True,2028-07-13
DEA0436,2339692586886,Dealer_436_Agri,Balaji Nagar,True,2028-07-16
DEA0437,2651419840604,Dealer_437_Agri,Maruthi Extension,True,2028-07-18
DEA0438,2751413615495,Dealer_438_Agri,Hanumantha Nagar,True,2028-07-21
DEA0439,2406721919859,Dealer_439_Agri,Neelkamal,True,2028-07-23
DEA0440,2652674349664,Dealer_440_Agri,Raja Rajeshwari,True,2028-07-26
DEA0441,2900981835090,Dealer_441_Agri,Bhoga Nandeeshwara,True,2028-07-29
DEA0442,2774884716355,Dealer_442_Agri,Pushpagiri,True,2028-07-31
DEA0443,2889840039524,Dealer_443_Agri,Gokul Vihar,True,2028-08-03
DEA0444,2392862073618,Dealer_444_Agri,Pushpagiri,True,2028-08-06
DEA0445,2856628485568,Dealer_445_Agri,Rampur Village,True,2028-08-08
DEA0446,2234937985091,Dealer_446_Agri,Pushpagiri,True,2028-08-11
DEA0447,2465584193734,Dealer_447_Agri,Rampur Village,True,2028-08-13
DEA0448,2722698128819,Dealer_448_Agri,RedSoil Hamlet,True,2028-08-16
DEA0449,2982547416347,Dealer_449_Agri,Bhoga Nandeeshwara,True,2028-08-19
DEA0450,2988673332779,Dealer_450_Agri,Sundarapuram,True,2028-08-21
DEA0451,2794825436783,Dealer_451_Agri,Subramanya Swamy,True,2028-08-24
DEA0452,2557216632579,Dealer_452_Agri,Raja Rajeshwari,True,2028-08-27
DEA0453,2342316885292,Dealer_453_Agri,Dakshina Mukhi,True,2028-08-29
DEA0454,2508988318777,Dealer_454_Agri,Ganesha Nagar,True,2028-09-01
DEA0455,2573844235573,Dealer_455_Agri,Sundarapuram,True,2028-09-03
DEA0456,2791715601631,Dealer_456_Agri,Maruthi Extension,True,2028-09-06
DEA0457,2074120120989,Dealer_457_Agri,Anjaneya Layout,True,2028-09-09
DEA0458,2634232746969,Dealer_458_Agri,Anjaneya Layout,True,2028-09-11
DEA0459,2335369115114,Dealer_459_Agri,Sundarapuram,True,2028-09-14
DEA0460,2440440707508,Dealer_460_Agri,Dakshina Mukhi,True,2028-09-17
DEA0461,2637145972824,Dealer_461_Agri,Anjaneya Layout,True,2028-09-19
DEA0462,2211813144038,Dealer_462_Agri,Ganesha Nagar,False,2028-09-22
DEA0463,2109651208320,Dealer_463_Agri,Keshavpur,True,2028-09-24
DEA0464,2299704789818,Dealer_464_Agri,Rampur Village,True,2028-09-27
DEA0465,2266105242571,Dealer_465_Agri,Dakshina Mukhi,True,2028-09-30
DEA0466,2659211758155,Dealer_466_Agri,GreenVillage,True,2028-10-02
DEA0467,2699830405759,Dealer_467_Agri,Ganesha Nagar,True,2028-10-05
DEA0468,2171211171215,Dealer_468_Agri,Bhoga Nandeeshwara,True,2028-10-08
DEA0469,2846456019389,Dealer_469_Agri,Neelkamal,True,2028-10-10
DEA0470,2473503083447,Dealer_470_Agri,Raja Rajeshwari,True,2028-10-13
DEA0471,2970616984450,Dealer_471_Agri,Raja Rajeshwari,True,2028-10-15
DEA0472,2385178532779,Dealer_472_Agri,Hanumantha Nagar,True,2028-10-18
DEA0473,2636431178578,Dealer_473_Agri,Maruthi Extension,True,2028-10-21
DEA0474,2863610848939,Dealer_474_Agri,Nandi Hills,True,2028-10-23
DEA0475,2535645293324,Dealer_475_Agri,Neelkamal,True,2028-10-26
DEA0476,2000100746534,Dealer_476_Agri,Subramanya Swamy,True,2028-10-29
DEA0477,2388271737076,Dealer_477_Agri,Bhoga Nandeeshwara,True,2028-10-31
DEA0478,2106344914316,Dealer_478_Agri,Skanda Giri,True,2028-11-03
DEA0479,2996759237639,Dealer_479_Agri,Ganesha Nagar,True,2028-11-05
DEA0480,2178775788080,Dealer_480_Agri,Bhoga Nandeeshwara,True,2028-11-08
DEA0481,2944994969639,Dealer_481_Agri,Venkatesh Pura,True,2028-11-11
DEA0482,2541436021163,Dealer_482_Agri,Venkatesh Pura,True,2028-11-13
DEA0483,2987788948276,Dealer_483_Agri,Hanumantha Nagar,False,2028-11-16
DEA0484,2675468724036,Dealer_484_Agri,Devi Krupa,True,2028-11-19
DEA0485,2966451652637,Dealer_485_Agri,Venkatesh Pura,True,2028-11-21
DEA0486,2165813064582,Dealer_486_Agri,Skanda Giri,True,2028-11-24
DEA0487,2074557328378,Dealer_487_Agri,Lakshmi Puram,True,2028-11-26
DEA0488,2202465172435,Dealer_488_Agri,Keshavpur,True,2028-11-29
DEA0489,2288489907267,Dealer_489_Agri,GreenVillage,True,2028-12-02
DEA0490,2306674971273,Dealer_490_Agri,Nandi Hills,True,2028-12-04
DEA0491,2933799882407,Dealer_491_Agri,Hanumantha Nagar,True,2028-12-07
DEA0492,2514675426711,Dealer_492_Agri,Sundarapuram,True,2028-12-10
DEA0493,2129913133362,Dealer_493_Agri,Uttara Phalguni,True,2028-12-12
DEA0494,2826785006889,Dealer_494_Agri,Bhoga Nandeeshwara,True,2028-12-15
DEA0495,2402164482439,Dealer_495_Agri,Keshavpur,True,2028-12-17
DEA0496,2281921240145,Dealer_496_Agri,Devi Krupa,True,2028-12-20
DEA0497,2127571991087,Dealer_497_Agri,GreenVillage,True,2028-12-23
DEA0498,2072589133415,Dealer_498_Agri,Neelkamal,True,2028-12-25
DEA0499,2419127416672,Dealer_499_Agri,RedSoil Hamlet,True,2028-12-28
DEA0500,2509235042216,Dealer_500_Agri,Venkatesh Pura,True,2028-12-31
